bytes_out,num_pkts_out,bytes_in,num_pkts_in,bytes_ration,num_pkts_ration,time,av_pkt_size_in,av_pkt_size_out,var_pkt_size_in,var_pkt_size_out,median_in,median_out,mindelay,avgdelay,maxdelay,is_doh
0.0081605387166361,0.0072202166064981,0.0054024512703141,0.004601391118245,0.0157884944968854,0.4724202748249936,0.1093594440319852,0.014783914551786,0.2191686602870812,0.0008445883040656,0.0439729500326377,0.0244313245244024,0.2191686602870811,0.0,0.0257869492259438,0.1333185369318181,4
0.0079245862941654,0.007001422163877,0.0053096375228208,0.0044943820224719,0.0159710048818133,0.4757417802726544,0.1089663230407847,0.014937393609803,0.2199920718816067,0.0016479966295615,0.0427659237642286,0.0245833006883674,0.2199920718816067,0.0,0.0264023606122666,0.1334339488636363,4
0.0079271734917802,0.007001422163877,0.0053066753819433,0.0044943820224719,0.0159569785926633,0.4757417802726544,0.1086863916848216,0.0149235434534657,0.220146229739253,0.0016477881597395,0.0428226222035152,0.0245695861552079,0.2201462297392528,0.0,0.0263345337057456,0.1331942471590909,4
0.0335042091117995,0.0292090580899245,0.0305643569537738,0.0189762796504369,0.0220461666519537,0.4843377376732194,0.1097586504874456,0.0239582191189806,0.2226401869158877,0.0009291763348105,0.0402775857657172,0.033515792680397,0.2226401869158875,0.0,0.0063367377325617,0.1331764914772727,4
0.0529045691462196,0.0460562301717536,0.0497175598673355,0.0299982165150704,0.0227466598920002,0.4859134045077106,0.1096856249163248,0.0249393721162165,0.2229031866709802,0.0008333871757151,0.0399627732367968,0.0344873380541378,0.22290318667098,0.0,0.0040109733530034,0.1352450284090909,4
0.051121472550092,0.0444152718520949,0.0477124373383781,0.0287497770643838,0.0225885335118518,0.4828752597870806,0.1096345070165402,0.0249861374036761,0.2238936878005144,0.0008424800900689,0.0399786288264579,0.0345336454076403,0.2238936878005138,0.0,0.0041701620298149,0.1333895596590909,4
0.0525304603711179,0.0457280385078219,0.0493334689335601,0.0297485286249331,0.0227312354868785,0.485323198615746,0.1097355257232574,0.0249603731137563,0.2229349951124145,0.000834419524033,0.0399843284427179,0.0345081334061993,0.2229349951124144,0.0,0.0040440354715402,0.1353160511363636,4
0.052720878115568,0.045946832950443,0.0495963589364334,0.0299268771178883,0.0227700535437818,0.4859106564434786,0.1096332899236882,0.0249372890250187,0.2223746081504701,0.0007103910636745,0.0399546026804732,0.034485275360937,0.2223746081504705,0.0,0.0040186106371315,0.1334517045454545,4
0.0521366888941437,0.0453998468438901,0.0488560705621452,0.0294275013376137,0.0226808168591865,0.4835522220839039,0.1096272044594282,0.0249996329172781,0.2227853900010939,0.0007174387468242,0.039932621409196,0.0345470087707887,0.2227853900010941,0.0,0.0040766602642054,0.1339666193181818,4
0.0520280265943217,0.0452904496225795,0.0487928782234263,0.0293561619404316,0.0226986580897261,0.4835437377812902,0.1096442437593564,0.0250391809960746,0.2229445388748766,0.0007137945230354,0.0399939902120158,0.0345861695878105,0.2229445388748768,0.0,0.0040871722593668,0.1343128551136363,4
0.0522432814358739,0.0454545454545454,0.048927408788277,0.0294631710362047,0.0226677189530361,0.4835564489389921,0.1097355257232574,0.0250082765672339,0.2231889204545454,0.0007195560690864,0.0399857099980781,0.0345555677805971,0.2231889204545456,0.0,0.0040757629676959,0.1339754971590909,4
0.0516999699367637,0.0449622579586478,0.0484885182482688,0.0290351346531121,0.0226998034208784,0.4817425734277456,0.1096831907306208,0.0252050810999654,0.2234072959240031,0.000845700713664,0.0399801361896699,0.0347504451685735,0.2234072959240028,0.0,0.0041261114572807,0.1340287642045454,4
0.0508301540986643,0.0440870801881632,0.0473216815876285,0.0283574103798822,0.0225315735457882,0.479826304319959,0.091555809792729,0.0251791138385855,0.2247225977244564,0.0007241797431334,0.0399529322247685,0.0347247321832047,0.2247225977244564,0.0,0.0035194820545091,0.1338512073863636,4
0.0232661507104703,0.020238485942457,0.0220677026918948,0.0130907793829142,0.0228786623101551,0.4818175480992658,0.0322906904567749,0.025536046487423,0.2242281303602057,0.000819005907601,0.0406762180309201,0.0350781696844835,0.2242281303602057,0.0,0.0026964602492744,0.0026012073863636,4
0.0045855490524906,0.0037742041352149,0.0040277710581063,0.0023898698056001,0.0206678816752443,0.4661945812807882,0.2443423438774144,0.025527801957824,0.2585795454545454,0.0036656524944677,0.0993556373123331,0.0350700058867749,0.2585795454545455,0.0,0.1105717048997822,0.1347301136363636,4
0.0086039843878147,0.007384312438464,0.0054399717214284,0.004565721419654,0.015092284661317,0.4584178498985801,0.1098572350084588,0.0151493659243719,0.2336438836898396,0.0015483884376447,0.0500490090598611,0.0247931973325816,0.2336438836898398,0.0,0.0257073372134938,0.1333895596590909,4
0.0079504582703135,0.0070561207745323,0.0053412336921802,0.004565721419654,0.0160146949693677,0.4795755968169762,0.1087058651704538,0.0146949076695535,0.2178234265734266,0.0008494255622516,0.042521301886138,0.0243431892132862,0.2178234265734265,0.0,0.0260317900124811,0.1332919034090909,4
0.0079121677456143,0.007001422163877,0.0053274103680854,0.0045300517210629,0.0160491648354049,0.4795175086875166,0.1087460292345703,0.0148243567039476,0.2192521141649048,0.0016368116817662,0.0424944699404989,0.024471370659865,0.2192521141649049,0.0,0.0262456544376508,0.133309659090909,4
0.0300896256997722,0.0262553331145388,0.0244766637604773,0.0170857856251114,0.019649035358177,0.4850437307333859,0.109074644304614,0.0202158211977213,0.2223480910980911,0.000816778608971,0.0403289139248348,0.029810040980774,0.2223480910980909,0.0,0.0069998603709363,0.1346235795454545,4
0.0479847541618954,0.0418444371512963,0.0397729124065321,0.0272159800249687,0.0200569074721916,0.4851613847123436,0.1096016455095359,0.020821168740076,0.2221576074056491,0.000565726121181,0.0398657867706177,0.0304094608530436,0.2221576074056488,0.0,0.0044144631824789,0.1345170454545454,4
0.0457049156237241,0.0398752871677059,0.0383434325880916,0.0258962011771,0.0202975188665362,0.4844000944733114,0.1096211189951681,0.0212262802997635,0.2219691780821918,0.0005801826797431,0.0398252897588143,0.0308106054887652,0.2219691780821918,0.0,0.0046367685324922,0.1350230823863636,4
0.0461550880087012,0.0401487802209823,0.0383871241660339,0.0259675405742821,0.0201230686019096,0.4824302134646962,0.1097489137446295,0.0211761565795762,0.2233928571428572,0.0007034253222617,0.0398048117638546,0.0307609725889017,0.2233928571428572,0.0,0.0046199474602849,0.1346058238636363,4
0.0451584994874761,0.039328301061153,0.0379951341899186,0.0254681647940074,0.0203557360054518,0.4830100574712645,0.1097270060732933,0.0214618356385306,0.2228409090909091,0.0007183921631538,0.0399795708459398,0.0310438542280382,0.2228409090909091,0.0,0.0047125016789915,0.1343483664772727,4
0.0445774149031896,0.0388907121759107,0.0377408837646045,0.0252898163010522,0.0204822411971556,0.4850167086400619,0.1096430266665043,0.0214716590454823,0.2220018832992849,0.0007203431699325,0.0398701940075284,0.0310535814424534,0.2220018832992849,0.0,0.0047520045744492,0.1347478693181818,4
